essay_id	essay_set	essay	rater1_domain1	rater2_domain1	rater3_domain1	domain1_score	rater1_domain2	rater2_domain2	domain2_score	rater1_trait1	rater1_trait2	rater1_trait3	rater1_trait4	rater1_trait5	rater1_trait6	rater2_trait1	rater2_trait2	rater2_trait3	rater2_trait4	rater2_trait5	rater2_trait6	rater3_trait1	rater3_trait2	rater3_trait3	rater3_trait4	rater3_trait5	rater3_trait6
362	1	"Newspaper, I feel that the use of computers is no big deal. it is a convienient way to communicate, it teaches young adults and adults social and life skills, and is no different than other addictions. These three reasons are why I feel the @ORGANIZATION1 is under-appreciated. My firsty reason why I feel that the @ORGANIZATION1 is under-appreciated is that some people think that less time is spend with family, but I talk to family, and friends everytime on the @ORGANIZATION1. It is a conveinient, fast, and for the most part safe way of communicating. When I need help with something, I sit at the @ORGANIZATION1 and fb chat someone, or if their not on, I e-mail them. I get my answer within a day. Also you can look up the answer online, the internet is a beautifully smart device. Also if you call someone versus chating on the @ORGANIZATION1 you @MONTH1 have no idea who they are, it is also much easier to trace a call then trace a @ORGANIZATION1 to a certain location. Communication is faster, safer, and more conveinient over the @ORGANIZATION1. My second reason for being @NUM1 is that it can help teach said and life skills. For example, did you know that on average, an adult will make @MONEY1 more if they know how to type good, and fast? The @ORGANIZATION1 serves many functions. Facebook, for example, is a social network, amny young adults can learn basic social skills by having a facebook. Social skills play a very important role when you are finding a job for the first time. If you have good social skills, your boss @MONTH1 like, and apreciate you more. Which can only lead to a promotion! Computers are very nifly to have around! my third, and final reason, for believing, with all respect, that @NUM2 people are blinded, is that people don't easily get addicted to the @ORGANIZATION1. It is very hard to become addicted to the @ORGANIZATION1. Only about @PERCENT3 of facebook users are addicted. Compared to an alcohol addiction, about @PERCENT1, or drug addiction, @PERCENT2, @ORGANIZATION1 addiction is microscopic, and not to mention, not deadly. The only similarity between the @ORGANIZATION1, and other deadlier addictions is that they are addicted, and @MONTH1 become grumpy if asked to stop. ""@ORGANIZATION1 addiction can be cured with a speedy recovery, and as long as you are on for an hour or less a day, there is nothing to worry about"" says @PERSON1, at the @NUM3.) @CAPS1 there you have it, computers use is not a major problem. It is a conveinent communication device, an effective way to learn social, and life skills, and is no huge major source of addiction. @CAPS1 there is nothing to worry about. Sit back and look it up on the internet if you don't believe me."	5	5		10																					
370	1	"Computers are becoming a household item in the @LOCATION1 and around the world. There is a problem through, because some people believe that computers don't benefit society. In my opinion, computers are a @CAPS9 thing for our everyday lives. The internet allows us to communicate with friends, family, and more people around the globe! Its various programs help keep files and other things of that nature organized and updated. Finally, computers are a @CAPS9 resource when researching for projects, reports, homework, or anything else that requires information to complete. The world is a large place with many people, places, regions, and countries. Families sometimes move far away from their families and friends, so they want to keep in contact. Post is a very slow and costly service, while the internet is cheaper and quicker! IM's, @CAPS1 @CAPS2, use one of these fast and cheap ways. They allow you to send a message and receive a message on any day, at anytime, in any place with little of no hassle involved. Another way is to use websites like @CAPS3 and @CAPS4, which allow you to update your ""status"" on your wall so everyone on your friends list can see or comment on. The final and last way is by using a webcam, which enables you to see the person on the other end of the ""call"" and you can also hear their voices. This is the best way, in my opinion, because instead of sending text and pictures they can explain everything in their own way with no limit on how much they can say. Many people have noticed that the world is not an organized place. Computers help organize it with their many applications and programs like @ORGANIZATION1 apps, @CAPS5, and document folders. @ORGANIZATION1 is a chain of apps for everything from writing documents to making spreadsheets to making presentations and even to making fliers for special events. These apps are the basic to starting up a business or promoting an invention. @CAPS5 mainly centers on keeping information stored an organized in files however you wish and is @CAPS9 for quick access to them. My parents and other adults I know always say ""organization is the key to success"", so @CAPS5 definetly helps. The final and most basic way that computers help for organization are document folders. These little things come in handy when you need to save something quickly bu want to keep it organized. All you have to do is name it, click save, and bada bing bada boom you're done! Most importantly, computers come in handy when researching for projects or something else that requires lots of up-to-date information. Books will take a few days and you only have @NUM1 days to research, create, and organize your project and data. What are you gonna do now? You could hand it in late, but then you'll yet in trouble. Here is where the fast and reliable internet comes in if you need to know the difference between @PERSON2 and @PERSON1, use the search engine @ORGANIZATION2. If you have a question about the @CAPS7 @CAPS8, use @LOCATION2. Anything at all that you @MONTH1 need is at the tips of your fingers, with a little help from your computer and internet of course. In conclusion, I would like to state that computers aren't a good thing for society, they are a @CAPS9 thing for civilization! From communicating with friends and family around the world to organizing our everyday lives and helping us research important topics, the internet and computers are a @CAPS9 way to help out our lives in my opinion. Wouldn't you agree with me?"	5	5		10																					
372	1	"Dear newspaper, I think computers have a good effect on people. Computers are very helpful to many it gives them an education, and they can interact with many people. Computers can be very helpful to many people. Working with computers can give people extremly well hand-eye coordination. Dr. @PERSON4 said, ""In recent surveys and tests, I have noticed a major increase with hand-eye coordination of @PERCENT1 all thanks to computers. ""Computers is also a way that people can learn to type in a recent survey at @ORGANIZATION1, @NUM1-more students know to type, thanks to computers. Computers can be very helpful to business people with creating power points. Instead of making a really big poster board for @CAPS2 @CAPS1 project, I made a power point instead that was so much easier. Computers can be very helpful to many people. Computers are used in many schools to help teach students about new things. For example, students can learn about interesting places that they never knew about. ""@CAPS2 friends is moving to @LOCATION1 and she has no idea what it's like, or where it is. So, we looked it up on the internet and found out so much cool stuff about it, "" says @PERSON5 computers can also teach students about new cultures. At @CAPS3 @ORGANIZATION2, @ORGANIZATION2, @PERCENT2 of the students learned about @NUM2 new cultures in one year, thanks to computers. Not only can computers tell people about interesting places, but interesting people. I never knew that president @PERSON2 had @NUM3 brothers, and gre up in @LOCATION2, did you? Computers can be used in schools to help teach students about new things. Computers are used by many people to interact with another. using computers is an easy way to talk with friends. Using instant messenger is free! Now parents don't have to pay annoying phone bills anymore! In a recent survey done in the town of @CAPS4 @CAPS5, @PERCENT3 of the people there thought that using computers to talk to friends was alot easier. Computers can help people meet new people online. Habe you ever heard of the dating sites? Well, this is what @PERSON1 has to say about it, ""@CAPS6 wonderful! @CAPS2 husband and I met online and we have been together for @NUM4 years."" @CAPS7 you have a faw away cousin and if you call or write them a letter it's too expensive? Well now you don's have to worry about that anymore because talking to distant relatives online is free! ""@CAPS6 so much easier talking to people online."" says @PERSON3. Computers can be used to interact with another. Computers have a very good effect on people. They are helpful, can be used to give education, and they can be used to interact with another."	5	5		10																					
375	1	I not agreed the people shuld d in the computer a lot and I going to said way. My first reason is because if you are a @NUM1 old man or your not going to d wit your kids and you going to have eyes problem so thas way you shuld in d in the computer a lot. My secon reason is the you going to have problem wit your wife if she found out the you are talking to another woman online because a lot of people they wife found out the they cant d wit other woman. My teard reason is the if you are a kid like me you not going to have fun and you not going to have friends because the computer problem came and go and not going to d wit your family and you lil sister out said playing wit her. So thas why you shulding d a lot in the computer.	2	2		4																					
377	1	"Dear Readers of the @ORGANIZATION1, @CAPS1 you imagine life without your computer? No? Well that's what I am trying to change. Millions of @CAPS2 spend countless hours with their eyes glued to '@ORGANIZATION2, @ORGANIZATION3 and @CAPS3 monitor screens. Spending that much time sitting in one space isn't healthy, not only do people not get enough exercise but they don't get the chance to apperiate the natural world around them that is ever changing. Teens and even small children get lost in cyberworld and don't use their after school time wisely to study or do homework. The internet is also a dangerous place and the growing computer use with maximize the problem. To begin, the obesity rate in @LOCATION1 is growing rapidly, a recent study done by the @LOCATION2. goverment shows that @NUM1 people are over weight and @NUM2 people are on the of obesity. We @CAPS4 could decrease the obesity rate and be healthier and happier by exersicing and getting out more. Spending all your time glued to a computer screen will only increase your chances of becoming over weight. Secondly, the more time you spend cooped up inside the less time you get to enjoy nature. The natural world is ever changing, and you will miss out on a lot of amazing opportunities if you hardly ever step foot outside your front door. Execive comouter use will wear them out quicker than normal, where does your old word out computer go when you get the @ORGANIZATION2? A landfill! The more your use your computer the faster you will trash it. If every @CAPS5 threwout one computer a year their would be over @NUM3 million discarded dells, gateways, macs, we would be living in trash. @CAPS1 exesive computer use ruins the environment, and hurts your health! What are you waiting for? Go run outside! Ride a bike! Give your computer a break. Finally, the growing computer use increases the amount of internet predetors, and the odds that you or your child could be tougeled skyrocket. With more and more kids on the computer each okey the, internet saftey level drops. Not only could these children be watching inappopriate videos on youtube or cyber bulling on @CAPS6, they could be giving personal information out to people they don't even know without realizing it on myspace and facebook, @PERCENT1 of kiddnappings are possible because of information found on the computer. Do you want any thing like that ever to happen to you or your family? I didn't think so. Get up off of your comfy computer chairs and take a walk. Limit your internet and computer use, all it does is hurt you, theres no gain. Thank you for reading and don't support rapid advances in computer technology."	5	5		10																					
391	1	"People should ues computers, they do benefit to society. More and more people use them @DATE1 and agree that these vertual portals of information and comunication are extremely helpful. Think about it, paper is made out of trees and of coarse to get the paper you must cut down the tree first, and then have it an through a whole wasteful process to get that paper.If everyone used computers we wouldn't have to cut down those beautifully, lush trees. And also, have you ever needed to get information fast? Well instead of going through a book and possibly searching for hours, finding that information on the internet would be so much faster! Lastly, in the future everything will eventually be run with computers, they are the then now and later! They'll never get old! Computers are extremly helpful with endless information. A lot of people @DATE1 are very sensitive about our enviroment and how we're treating the earth. They are looking for new ways to help the world be as green as possible. An easy alternitive for paper is a computer. Once for school i was assigned a paper; i looked up the information on the computer easily, typed it up, and sent it by email to my teacher. Not a single peice of paper had been used! Ok so i know, computers use up a lot of energy, but to be honest they don't have to. Many people around the world use solar panels to gain their energy from the sun to power their lights, computers, etc.! The use of computers is extremely eco friendly and like i said before is a great alternitive to our everyday wasteful use of paper and pencil. Do you want to look up information fast? Well on the computer you can! All you do is type in what you need in a search engine and @CAPS1! you have the info you need! Instead of using a book (which wastes trees) to slowly find your information you can use a simple computer to do the job. A poll was token and shows that @PERCENT1 of students at @CAPS2 @CAPS3 school who use the computer to look up information get faster and more accurate results! Do you want that or slow information found in a boring book? The future is not far away. It is already @DATE2 and we are using the computer for so much. Ok so the computer does show to cause distractions and headaches if used too long, but it is a great invention of the future. Instead of going to a restaurant and ordering off we'll order of computers/touch screans. More and more people are coming up with beter and faster computers. Everyone is using computers and love it and they will difenetly be used in the future. I hope you see how amazing computers can be. They're enviomentaly useful and a great alternitive to paper, they help you find the information you need fast, and proffesor grant states"" i do all my work on the computer, without it i would be lost."" And lastly they are the future of our world! They are the then now and later of the technical world."	6	6		12																					
411	1	"Dear @CAPS1 of my local newspaper, More and more people use computers, but not everyone agrees that this benefits society. These boxes can be harmful to their users' eyes. In addition, they lead to less interaction with ?real? people. Finally, they lead to a very unhealthy lifestyle. Computers are harmful to our society. For starters, computers are harmful because they are very bad for our eyes. Between the @DATE1 @DATE2 and @DATE3, doctors saw nearly a @PERCENT1 increase in eye problems that resulted in either surgery, glasses, or contacts. This can be directly associated with the overuse of personal computers. Also, studies have shown that common citizens who use these cootraptions for over four hours each day end up with an extremely deteriorated vision by the age of @NUM1. Finally, @CAPS2 @CAPS3 stated that overuse of computers have led to a very negative affect on the eyesight of their workers. It can be seen, how work gets done faster, however the cost of medical treatments actually surpasses the little extra profit gained by modernizing. Secondly, computers are harmful because they lead to less time being with ?real? people. To begin with, studies have shown that people simply don?t learn as much about their peers by talking to them through a box. Also, a study by the @ORGANIZATION1 has shown that there are roughly @PERCENT2 fewer conversations at social gatherings than just @DATE1. This is alarming because at that rate people @MONTH1 never get to know each other and the world @MONTH1 become an electronically based workspace. Finally @PERSON1, social relations professional, stated that people end up with a lack of understanding when they can?t feel the emotion a person has when he/she is speaking. Sure, you can video chat, but that still does not convey the real feeling behind a person?s words. Finally, computers are harmful because they lead to a very unhealthy lifestyle. To begin with, the lack of fresh air obtained by sitting indoors all day is very bad for lungs and can lead to premature breathing problems. Also, average people get @PERCENT3 fewer workouts, according to @CAPS4?s @CAPS5, which was not likely directly influenced by overuse of computers. Finally the obesity rate has risen from next to nothing to over @NUM2 in the past ten @DATE1. Research showed that the majority of the obese patients spent excessive time on their little boxes of ten. While you might feel that this is not completely due to computers, it has been proven time and time again that these machines are the main reason behind the world?s currently unhealthy lifestyle. Personal computers have a very negative effect toward the society of today. This technology has resulted in very poor eyesight in the general public. In addition, they lead to a much lower amount of social interaction. Finally, they end up forcing people into an unhealthy lifestyle. So, let the word out that computers are bad for society, and try to make the world a better place to live."	6	6		12																					
449	1	Computers are good because people can find what they need and their fun ask things find places get things for a good price.	1	1		2																					
455	1	People are probly on the computers chating there e-mail or making a websit or they are on youtube. Maybe the person does not like to go outside and enjoy nature or spending time with there family there are probly checking out new websites and playing games or the problay on the comper to book there vactions of seeing what is on sell a welmart. They are probly looking at or buy a new truk or they are looking at the history on all the wars and how they were started.	2	2		4																					
545	1	I think that computers are amazing. Computers are an amazing way to meat new pol online.	1	1		2																					
589	1	"Dear @LOCATION1, I believe that going on the computer has a positive effect on people. It is also true that some people are not getting enough exercise. To prevent not getting enough exercise we should play sports or have family activities to atleast get out of our house. Everybody needs to stop being lazy and get active. I think that an excerise day should be mode and turned into a tradition. It could be twice a year or more a month or whatever is picked as long as there is one day @LOCATION2 or even more than @LOCATION2 can exercise on."	2	3		5																					
634	1	Hi do you think that if you use the computers too much then you will not exercis and you will not enjoy the outside nature with talking and playing with your friends and family will do not because computers are need for over needs and one click can help lot of people and can save live and the more advances over technology become. We will all so advances like or help a person look for a need jod and you can still talk or chat with best friends or just your grand mom. The computer can help with your home work or someone to lern to talk in english and to jump start than new jod or store and so they can but that ther her will like and buy so if they like it they will come back for more to higher more people and to make it into lot of store and all so and good reson the computer is good to cook food and to make new resifes all in one clik of the mose.	2	3		5																					
706	1	"Computers have a positive effect on people. Computers can help people learn about news in the world, places and people. Computers can also help people communicate with each other. Computers can also teach hand-eye cordination. People who support advances in technology, believe computers have a positive effect on people. Without computers people could not learn new things. On a computer you can learn about new places. People could see where something is, locate it, or learn about the place. I remember when I was working on a project about @LOCATION2. I had no clue what to do on the topic, so I whent on the computer and looked up @LOCATION2. It told me @LOCATION2 was located in @LOCATION1. Then it showed me a picture of @LOCATION2, and the history of the country. Without the computer I would not have been able to learn about this fasinating country. On a computer you can also learn about historic and famous people. On computers you can read biographies of them, or watch videos of whay they did to become famous. People used to read news out of a newspaper, on computers you can too without paying the cost of buying a newspaper. Computers can also give you a live feed of what is happening in the world. Without computers people could not learn. On computers you can also communicate with people that are very far away. Scientist did a study on how people communicate. @PERCENT1 of @CAPS1 said they used a computer to comunicate with other people. People can use a webcam, aim, or email to communicate with other people. To communicate with my family in @LOCATION2 I use a webcam. To communicate with my friends I use email or aim. Writing letters is to slow, on computer the other person your talking to can reply immediately. On a computer communication is made easier. A computer can also teach you hand-eye cordination. On a computer you see something on the monitor and you can click it without looking down at the mouse to click. This can help you in sports and give you fast reflexes. In many sports you need hand-eye cordination. For example, in basketball you need to look up while you dribbling or you while fall. Computer can give people fast reflexes and helps people in sports. Computer should be part of societys everyday life. Computer have a positive effect of people and they can help people learn new things, like, places, people, and news in the world. Computers are very benefital to society."	5	5		10																					
709	1	"Dear Newspaper, @NUM1 percents of jobs @CAPS9 day use computers. The invention of computers have change our world in a positive way. Our society needs @CAPS1. @CAPS1 help our world @CAPS9 by teaching about faraway places and their cultures, uniting our world with new techniques of talking and helping workers to have a better job. Let's go on. ""@CAPS1 is the best electronic tool created by the world"" @CAPS5 @PERSON4 a profesor in @ORGANIZATION2. Today the world works by @CAPS1, as @CAPS1 grow! Our culture was loosing territory but as years past cultures and @CAPS1 started to work together. ""@CAPS2 you want to know about a culture just go to the internet"" @CAPS5 a teache from @CAPS3. Culture is really imporant for our world because is what we were before technologi exist @PERCENT1 of the world culture can be found in the internet or in our computers. @PERCENT2 of people @CAPS2 they need to do a research they don't go the country to do their research instead the first thing they think is the @CAPS1 because they can find what they need at any time. Let's continued. @PERCENT3 of people agree that the invention of computers helped our nations to be closer. @CAPS9 days you can talk through the @CAPS1 with a person in @LOCATION2 without needing to go to @LOCATION2. ""The creation of @CAPS1 created a new revolution of way of communicating"" @CAPS5 @PERSON1 a young student of @ORGANIZATION2. ""@CAPS4 of my internatinal calls I do by using a computess, and there are so many ways of talking, also is so easy."" @CAPS5 a mother of a student in @CAPS3. Computers are use @PERCENT4 more than cell phones because is cheaper, ""@CAPS7 true you can see the change of our nation, is the best thing a human created"" @CAPS5 the professor at @ORGANIZATION1. Lets go farther on. Did you know that @PERCENT4 of our jobs in the @ORGANIZATION3 is mostly about using a computers. Even engeneers use computers an example is @LOCATION1 @CAPS8. the engeneer. Awarded by the president @PERSON3. He @CAPS5 that ""@PERCENT5 of his job is using a @CAPS1. Statistic proved that @CAPS2 you know how to use a @CAPS1 you a higher opurtunity that a wage higher than the avage you would received when you do not know anything about @CAPS1. Another statistic should that @CAPS2 you know and use computers you would live longer and happier. @NUM2 @ORGANIZATION2 student agreed that his friend have better jobs @CAPS2 they know how to use computers. ""Computers helped young adults to have a better oportunity in life"" @CAPS5 the teacher of @ORGANIZATION4. ""@CAPS9 days is esential to know how to use @CAPS1"" @CAPS5 @PERSON2 a teacher of @CAPS3. @CAPS1 helped the world to change in better way. Let finished up. @CAPS1 is a tool that @CAPS4 of our nations used. @CAPS1 helped to learn about new cultures of other countries, also the new ways you talk to someone around the world in the conviniant of your house just by using a computers and ""the handy @CAPS7 can be to know how to use @CAPS1 when you are applying to a job. @CAPS1 had made us a better world. Don't forget without computers we be who we are."	5	5		10																					
711	1	"Dear editor, Have you ever stopped and asked yourself which was more important? Of course I can be talking about anything, but what about computers verses family, friends, nature, your own health etc. Well, I ask myself that quite often, and I feel that it's so much more worth it to be with family and friends than to be infront of a computer. There is so much more that I can tell you, and just after my very first reason how could there even be another side to it? Why is it that now these days kids can't simply run out to the bus stop without feeling totally winded? I feel it's because they are not getting enough well needed exercise! For example, instead of sitting infront of the computer, kids, and even adults can enjoy going to the gym. Also, children can get more involved with school sports so they can not only be participating in sports, but they can be involed with school too! Lastly, just by going for a short walk with your dog, your not only walking and getting well needed exercise, your bonding with your loyal friend. Have you ever been gazing out the car window when you just found yourself being sucked into all the beauty that nature has to offer? Well, if you have I guess you could never have too much, but if you haven't, its probably because your spending way too much time on the computer! There are so many different ways that people could learn to appreshiate nature more, such as sitting on a park bench in the @TIME1, while absorbing the fresh air and sunlight. Or you could go for a slow, realaxing bike ride through a trail with a constant cool breeze, brushing your face with every of your wheels. Finally, you could pick a warm day to sit out on the beach, and listen to some music, next to the salty ocean. How could you resist those temptations? Lastly, I believe that family is the most important thing to missing out on! Without family and friends you miss out on so many good ethics and experiences. You lose out on having good lifetime realationships, and how could you turn dow the offer to be with the people you love? In conclusion, I feel that computer are taking away most of the things that no one deserves to live without. I mean, how could anyone live without family, friends, the beauty of nature, and your own health? That is why everyone should make the right desition to take reasponcible charge of their life, and the same question, which is more important?"	5	5		10																					
713	1	"Dear, local news time editor using a @CAPS1 daily has a positive effect on people, wouldn't you agree? People should use a @CAPS1 more often. I think everyone should have at least one or two computers in their house, they were invented for a reason. Computers allow you to interact with friends and family, help you with school work and, I guarantee that you will have a good time using a @CAPS1 by playing games and meeting new people. If you have school work to finish, computers help will work. If you need to do some research, you can just go to a website google and what you needed to know will be right in front of your eyes in a matter of seconds. Computers can help you with as well. There is icon inside one of your documents. I read an article on @CAPS1 about @PERSON1 stated that ""@CAPS1 users are most likely to succeed in school."" Interacting with friends and family is always a . Maybe you do not understand if you have been assigned in a certain class. You @MONTH1 add a friend and you will tell you what has . Talking to family members can do good for you in many ways. You can be having some trouble in your socical life, you can always talk to a family member or friend secretly through the @CAPS1. I remember having some difficulties with a few friends and one of my cousins gave me very good advice through an instant messaging program named ""@CAPS2"". I garantee you will have a good time using a @CAPS1. There are many games out there that you @MONTH1 enjoy. Playing these games, will teach hand-eye coordination, says @PERSON2. You can meet new people who can also give you good advice. As you computers have a lot of positive effect on people. You can interact with family and friends, recieve a lot of help for school work and meet a lot of new people. Take my advice and buy a @CAPS1."	5	5		10																					
736	1	"Dear @CAPS1, @CAPS2 I understand your one trying to decide whether or not computers are bad for people. I for one thing that computers are turning our society anti-social, we are becoming obese, and there is alot of cyber bullying that happens via computers. You can learn about all this and more if read on. @CAPS2 a stated earlier computers many problems in @LOCATION1's social lives. You see @CAPS2 much @CAPS2 @PERCENT1 of our population spends at least @NUM1 hours a ween on the computer. When doing this they are typically . watching videos or tweeting a friends. This @MONTH1 all swim like a activity but it is really pulling us away from our social lives. There are many sites that allow you to chat with your friends and leave messages on their ""wall"" but is that really communicating? In a way it is but it is taking away social skills that we will need later on. You can't get a job by instant messaging a person, you have to talk face to face. But how will we be able to do that if we only email and @CAPS3? Plus while so much you will be prone to using in , thus you with, nothing but a bad grade. Now we to problem that we see occuring all over . You the work on the computer. This activity what , they monitor, lets you at , everyday, since he comes home and plays on the computer and more time exercising. Finally we come to my last issue, cyber bullying. Over @PERCENT2 of @CAPS4 teens will be faced with some sort of cyber bullying in their life. When teens sion up for facebook and twitter they are signing up for depression. When a teen starts to get bullied they usually become sad which then leads them grades to go lower due to lack of concentration and that leads them to be more depressed and that could make them either commit suicide or join gangs and/or start making bad . But we can prevent this if we the of time people out @NUM2 spend on computers. And I think benifit that. In conclusion I believe that is we are bad for society. I think them is we the amount of time could be lives. I think that if you look deep down into what it to say how you will understand why we need to do healthier @LOCATION1? "	5	5		10																					
817	1	"Dear @ORGANIZATION1, A resent concern has built up among experts that computers @MONTH1 have negitive affects on the society. I do not agree with this. Computers ease life, teach you about faraway places and people, and finaly you can chat with others. I belive computers can only benifit a society. As previously mentioned, computers ease the hassels of life. With computers you are able to plan your life with @CAPS1 output. This program ables you to enter data on places you have to go and reminds you when time is done to that event. With this program you will never forget where you have to go. Also, with the computer you are able to gather information at extreamly high speeds. Supose you are doing a research project in school on types of cars, you just enter cars on @ORGANIZATION3 and get millions of results. this save much time than going on the librery and finding a book. This can take up to on how . Finally, with a couputer handy there are programs for special needs people to wright. New programs such as @ORGANIZATION2 word have a special function called voice commands. This lets a person who can not wright because of blindness or a disability speek to the computer what he or she wants to wright. In an istant it will pop up on the screen. Computer ease peples' lifes jarasticly. Besides esing lifes, computers teach you about far away places and people. pictures on a computer give one a first hand acount of how a far away place is like. Insead of just reading about it you can see it. Acording to time magazine if a person sees a place they will learn more by @PERCENT1 than reading an encyclopedia. As well as pictures, blogs give people an idea of how a person lives in a regular day in that place and how they feel about it. This is another first hand acount of the place. Finally, ebooks on the internet give you a large amount of information. Ebooks are books but in an internet format. These books inclued encyclopedias that give statistics and, pores, and events that are in the far of place. For example if you are planning a trip you can learn where to eat and where to get entertained. you can learn about far of places and people in them with computers. Lastly, with computers you can talk to people around the world. you can talk to friends. Have you ever moved and wanted to talk to a friend from where you previously lived? Now you can esily do so with video chat. Not ownly can you talk to someone you can see them. i remember @NUM1 years ago when I moved to @LOCATION1, I mised my friends in @LOCATION2 so i video chted them. As well as talking to friends, one can have a bussness meating around the world with out having to traval out of your town. For example if a company wanted to make a trading agreement with another company in @LOCATION3 they could do so with a click of a mouse. This will save time and money of travaling. Also you can talk to others online to get a feel of what happened. For example @CAPS2 a few weeks ago, video chated many people in @LOCATION4 to undersand now bad conditions were after earth quake. You can talk to people with ease with an computer availible. In conclusion, I believe computer are benifical to a society. They ease life, teach people about far away places and the people who live there, and alow people to talk to others. Computers open doors in the world. Computers help the society a great deal."	6	6		12																					
820	1	"Dear @ORGANIZATION1, @CAPS1 name is @CAPS2 @CAPS3 and I want to tell you why I'm a little bit against computers theres a lot of things you can do in the world, visit places, and go on cruise ships. First I would like to tell about the things you can do you can play basketball, handball, hang with your friends. Also you take your car and go out into a morning drive feel the breeze. Next I would like to tell you about the places you can visit, you can visit your friends house your girl/boy friend your family just do that stop being lazy computers aint helping you with your life stop being lazy. Finally I would like to tell you about the cruise ships you can go far away like @LOCATION2, @LOCATION3, @LOCATION1, and many more. Its fun on a cruise ship captains dinner and meet @ORGANIZATION1 people and @ORGANIZATION1 sights. For conclusion I would say people should stop being lazy on computers and have fun in the world while it lasted."	2	3		5																					
832	1	"Dear editor, computers are good for people because it really helps with they work and home work and other stuff."	1	1		2																					
838	1	"Dear Newspaper writers, I belev that difrent web sites have difrent effeks on people. For exam pull @ORGANIZATION1 has news about what is going on in the world. Other websites all difrent types of games on it could be bad for some people because some of the games are not vary apropreit. Most edicatinal web sites are ment fo help people learn. One person can learn so much with a computer. You can buy and sell a iturn that you own an get many all on one web site. A computer can be used for many difrent perpests."	2	3		5																					
847	1	"@ORGANIZATION1, @CAPS1 not advance in technology?"" asks four year old @PERSON2. There are countless reasons, people are spending way too much time on the technology we have already such as the computer. @CAPS9 of wasting time on this device, people arent "	6	6		12																					
859	1	"The innovation of computers was a great leap into discovery. Unfortunately, the negative aspects of this magnificent invention detract from the novelty. With the computer came a plague of not exercising and a disinterest in, perhaps even an inabilty to enjoy nature. On top of this destruction of the mind, this monster is the cruel cause of many declining relationships for who has time for friends and family while in the middle of an internet game? As unique and intriguing as the computer might be, it is slowly destroying the mind. Increasing interest in a monitor tends to result in decreasing care for exercise as well as a decline in the amount of exercise gotten each day. While playing on the computer, the mind @MONTH1 be racing but the body sits unmoving, @CAPS1 activity is being done. Indeed, for some the addiction is awful enough that the person only moves to get food, use a restroom, go to bed or when a parent demands it. All of the day's food settles into the stomach and little to none of it is burned off. Meanwhile, in some of the more severe cases the person is so entranced that bedtimes are pushed later. Sleep is essential to the body and mind and going without can be damaging. Nowadays the computer detracts from the sleep and exercise that the body requires. Even nature suffered from the advent of computers. Fewer people went out to admire its beauty. Nature is a wonderful teacher about the circle of life and the natural way of the world. Oftentimes parallels can be drawn between the wild and the tamed. Attached as people are to computers, they cannot experience the world to the fullest. Some argue that flora and fauna can be found online, but seeing a picture is different, almost cheating, compared to being beside the plant, able to study it from all angles rather than in an unmoving form. The experience is not the same. Also, computers are indoors, so the true world is chielded from view. Even nowadays with laptops if one was to be brought outside, the user would be focusing on the screen, not what is around them. Computers have severely cut down on the admiration of nature. Even family and friends suffer when computers are around. Many people barely pay attention to conversation while focusing on the screen. They tend to onlypretend to listen half the time. Even when chatting with friends online, the conversation is disjointed because attention is probably focused on another part of the internet. Frequently, during conversations without a computer nearby, the mind is focused on something from earlier that day. Relationships are suffering, and computers are at fault. Computers are sucking in society, more of it each day. Much of what is done on computers, like the study of faraway places, can easily be found in books. Computers have resulted in a lack of exercise, less time with nature, strained relationships, and a generally unhealthy lifestyle. Through all of this, they have returned little to society. Why does the world continue to put up with computers and their negative effect on humanity?"	6	6		12																					
868	1	"@ORGANIZATION1, ore and more people use computers @DATE1, but this is not necessarily a good thing. Spendign too mcuh time on computers affects your activity level. Also. Kids are now staying up later on the compute, in turn lowering grades. Finally, spen"	6	6		12																					
